<<<<<<< HEAD
timestamp,txid,src_ip,dst_ip,src_port,dst_port,input_addresses,output_addresses,input_amounts,output_amounts,geo_country,asn
2026-08-14T15:43:56Z,c0ac97e9e1ea7c8ce566394806e916d8da32b50c7bc5819d7303c262d7cabaa2,19.123.40.53,72.71.126.54,443,8333,bc1q6d2sqFK3JFbKBrWdprrYcZ8d8JrbuQbuq3qoVb,bc1qeXBahogrvRAukG3dm8D2VMTATmETZrgXxwpo4n|bc1q6d2sqFK3JFbKBrWdprrYcZ8d8JrbuQbuq3qoVb,0.07126895,0.04343068|0.02783827,GB,AS2856
2026-08-14T15:43:58Z,cde43bbbd11605b9291729d3555d36dd0f747efd768f166bc40ecb397d526805,179.136.174.14,220.28.117.70,8333,18333,bc1qDz8yCqqH9ckQGQkkJ6vSs26df6gckHc2aV1m8X|bc1qrx4U6AzgZZfWAbLASa4sf9ZsAzSko5niqRH8V2|bc1q1mZrokSYxz7QB3XWi7o4XuK4KFFUceQoVfRVmA,bc1qnqHbxHrSXDMVqH9AEEmAABnZ2h7qfKHAPcjwpd,1.87156079|1.01891595|0.71193582,3.60241257,SG,AS14061
2026-08-14T15:44:06Z,9e9a2d13091e6b3731d5ec53593ac4374cdcd0a8d492bc9f722f316203bda774,100.82.0.12,178.44.216.93,9050,8333,bc1qso3S8EtijaWkxxbApeF53pAYi2Xg3Gmi91Ch4z|bc1qmRz7hmPY6yhVpD93D2oeGYR5sbiLYbvtV23N4N,bc1q8HXhLDQy4xjE8GhUM1BsJe8SsG13esmXmfAQr6,0.28404879|0.30585641,0.58990520,DE,AS51167
2026-08-14T15:44:12Z,3ccb47e1e486f659e06dd6d1270c5433d81a6645069551f5afa0a16bb9c45e3b,154.204.185.190,100.82.0.10,443,8333,bc1qD4tLK1VVb6jn7z4gypTQgcLjrMMWTpvnUGptLM,bc1qQhjGAqqaTsF9tUTTzWwaskQ2VAr1nta56NMSrB,15.50430833,15.50430833,DE,AS51167
2026-08-14T15:44:15Z,20aa98d79f275a1c0319a5fd20584f86828486a0839b7c62b5878e7f4aee60d7,158.165.250.156,107.191.224.180,8333,9050,bc1qRokKwbWUdodraHBRWpG91JtkJ6GrbKNdS3gJQJ|bc1qjUb4jL3bqP2fqzNvHtqeEq2NovgUxUsopq4t7c,bc1qhwNp6cytb7AdisbaiRwisq7Zr9ut2iuY1SRnqw|bc1qjUb4jL3bqP2fqzNvHtqeEq2NovgUxUsopq4t7c,0.43035766|0.43205889,0.74709231|0.11532424,SG,AS14061
2026-08-14T15:44:15Z,57791a06f9bdc489243beb1d2ed1b5b8e77874bba04d6c1daa8be1ca8f43620c,157.32.197.206,215.16.161.157,8333,18333,bc1qiBpwJ7mgaysvoFtt4TkGCoGUMLz17zb7isLKJB|bc1qunCnDSt38mbSFdfHPH7uEorcHMF7MREr4fG1zr,bc1qrJk2GxSumJvyzZbA8PxndVYGaQJnSTAD9FU3RS|bc1qhrzDNiq6TSZ55yEEgXDUV2Xm98XjFnK1nCL9iB,0.94273055|0.57679699,0.71404058|0.80548696,US,AS13335
2026-08-14T15:44:28Z,8dbe2681a36068f0bb87ccce1f8907efada2b488a8922fe55a1acac271104817,179.136.174.209,9.57.185.44,9050,8333,bc1qSY2c1csfWLkkYHcPkgwdKSJ5ZDtftZwL8TWGKv|bc1qzBNMFfJjUhh1qVpLy9exf2VJhXAqgTUeL5qVdg|bc1qWahNESoebtb7RKreb2HKM1sfBjhZtSy1MB8vy3,bc1qqTfJYhCNZXZKiLHxbGNJkcZLhV8qCY1MzZXYBC,2.02658642|1.37682423|2.19603822,5.59944888,BR,AS28573
2026-08-14T15:44:36Z,bab3bb21ced0d3473f6ed0ffd8cffe91f58904e1fce3721867163fd2155696a4,143.102.159.204,62.71.52.213,9050,8333,bc1qx9affw7Q87HrNMy8CdEet6F4JLvqcqbw6tncdx|bc1qGLbuUK3w74Lj9mHuRAJNwT5aQ5YLpLT22KMCn6,bc1qYfkPq38zkLRV3pgkqFUYAqiNz3p9Zm24tmLj5W,0.13312342|0.11025826,0.24338168,BR,AS28573
2026-08-14T15:44:36Z,562629eef69f8dd583173bfa0e15242df642ec598698b8610aabf2ee258d7d7e,19.123.40.113,146.5.58.174,8333,18333,bc1qSLwVC8wG1WxJ9GQrne8JCR8uK4jHibeDGszBTu,bc1q1EX59eFakV11mNu8xUm9X5FR6ot77MQyL9Rruq|bc1qk2maTsNypuAFzVWV9dUSkMTDDW18J4iu3qhmPu,0.27149405,0.22744326|0.04405079,BR,AS28573
2026-08-14T15:44:42Z,6dc9216fe962709f8dde2d9fb415530c2cf507195b7aff881f11d082a01d7a4c,167.186.83.250,28.194.49.125,9050,8333,bc1qSqRgfuhqVZyHB34i5K6JvJ9HS1iXFvYBGnwbU5,bc1qWmjUy7BsCcSZNjBbfVPzMcMwQTqhUuoMfGdbER,0.20667111,0.20667111,HK,AS45102
2026-08-14T15:44:44Z,d3362aa1fa6edad09b05df3ab1091e12322b9b6a7373db82330a753c33b1dbf9,148.101.214.163,189.134.91.96,9050,8333,bc1qwk3F74nm7RTGrRUCqAaJQvML5Kq1bhNWgwRABz,bc1qMqjmeSFUGWjotAiTCugoKjqC3UR5NjHgZ2ijcN,5.11954076,5.11954076,IR,AS58224
2026-08-14T15:44:47Z,8eb7a315b63bb042174852bcbd5c56b4648f07beae2034eddd6b5cef007b848b,169.234.73.196,44.81.216.180,9050,8333,bc1q8cZmqA1Gvb1kvUwuknoeNZjT9j5cNDijx5n77i,bc1qyhHrbg4f4j7iv24m8TVR8cHXmAEmkh1LTj7jaJ|bc1q8cZmqA1Gvb1kvUwuknoeNZjT9j5cNDijx5n77i,0.32368663,0.16035339|0.16333324,TR,AS9121
2026-08-14T15:44:47Z,f34e4860c4767b5ff7bcdeda838e8035597be3a42c5189b258e7a215e3ab4a3d,100.82.0.156,169.234.73.34,9050,443,bc1qPBYh4HnERdyvCCqPudo6UH9G189XKSenr18YRE,bc1qtsDdtFqmF2hxQJaKoemM6xxTNXu4zVeKDAx7na|bc1qPBYh4HnERdyvCCqPudo6UH9G189XKSenr18YRE,17.52352660,1.23409463|16.28943197,RU,AS204601
2026-08-14T15:45:10Z,d329126bf52f29015c961eb52027f6e2385f68e765488cdeaeffd1f1fb3d1327,45.232.1.192,72.216.108.245,18333,18333,bc1qTmqQQwSJVCd9dkFu7oJtGcUwRDAtpAXt1CTY9z|bc1qjYg1qwb3wXQgMYzyzdxJYCqZJSFqd94atUXb3Z|bc1qgdSw56BNFMMiKnJfiSJyVrxQpeaVTBCw29oGjH,bc1qw3HoXs5FWBkY86jWtzNgoQwXHdccyzupNhjMaA|bc1qT8PxkfDddiibCrKPMkZYrpVy6RgKWhAxBhtNTh,0.30381208|0.19010662|0.34888517,0.77094270|0.07186117,NL,AS9009
2026-08-14T15:45:15Z,632c913db87fe0d54716367613224f79e21d9b680117d1ca7c779446128b0ffd,26.248.35.144,158.165.250.209,9050,8333,bc1q3sVQT3AGrx84oULr3VrfYBeTapBCocZjzNpsLA|bc1qWEpJHenYdupfAzxQ8twifXmDtTThuyMJVoQZzv,bc1qTSeDGvP5FJ9zS8opekAEVAkJqM1h8aLa7rhfXF,0.33200527|0.14084151,0.47284678,HK,AS45102
2026-08-14T15:45:15Z,38f12e585acb18933f9efd64a671e3770dc1b29f2d77812d2428d80b35c48b5c,200.172.52.116,72.71.126.54,443,9050,bc1qHeyiRwDDpp1mbuDDKKLVyzv2LZvaYZfeN1JW2t|bc1qB1xQgkRrZkP5grxMDskVYHgmzCSUhjEByfpMTF|bc1qZ3GmPmcTtpg4jzz5Ww4xuYKm3thFfAP7eggHmP,bc1qeXBahogrvRAukG3dm8D2VMTATmETZrgXxwpo4n|bc1qB1xQgkRrZkP5grxMDskVYHgmzCSUhjEByfpMTF,0.41065089|0.14351452|0.43472065,0.72215532|0.26673074,GB,AS2856
2026-08-14T15:45:29Z,a68fb75d855d87fa1957c73a537081d897efdca396624daf6d5fd61005345c6c,74.112.166.54,33.150.222.228,8333,8333,bc1qxk6A1NneHDZugoxWU4WK38xYWQ4yfkQHUNkKru|bc1q2bJCKPT2VMLh3f8Po3bpSGC6b79oAhYUzJPWmg|bc1qGuzvouadW35MQ3Afohty7RZo6NhpLUS2CpHoip,bc1qqBYHfSuAsGcFZKK4qkvFXiSPHEfeeJAvocqPpa,2.18337441|0.98597894|0.76267528,3.93202863,DE,AS51167
2026-08-14T15:46:25Z,c71ff8c4c06d45b60e893261afc8b8e165fe2e9a54745d924043b03e22e836a0,152.98.35.242,173.243.84.39,8333,18333,bc1q5pPVThVpvUKqXm9oCoreuZ6Az1eeQkiWRMVCZo,bc1qX9BDF3Tq1JTFpjDqE5CVxgYmMxWyGUSr3fpuRo|bc1q5pPVThVpvUKqXm9oCoreuZ6Az1eeQkiWRMVCZo,0.82790397,0.51953933|0.30836464,BR,AS28573
2026-08-14T15:46:29Z,2ddb52499c50362961626acb30767a2f7a93cc794716b2b2f71dfed82b558b6e,134.54.152.150,44.81.216.37,9050,9050,bc1q8CiTmRnKdW6gTVk2TkycFENFf837R7BPsrd28S,bc1q2d3nh4ULvWT5xviLLAVZYGvpnMMHj4nKCiG8Sg,0.42391240,0.42391240,US,AS13335
2026-08-14T15:46:34Z,a00c319af347357c6b2ebf4c8cc797bb514ace83f0ae2a3ac56002d2389ffcdc,25.150.185.178,9.57.185.79,8333,8333,bc1qfbAcoCHRWLWKRcfX5N9nXDAD11xZooQYSTSpQR|bc1qYLie5Ty38RdBDqUHrqoPZnYhmQm4iRUpGGX3uQ|bc1qCfGLKdVhDJxsX6QSRBXVUZgpUqAusX2qRUw6qL,bc1qxMV9uMpnUjMqdxmC1xsBHT6YyNA3y9GZfYJDoC|bc1qhnk2mjiAHfWkAHGfejvB18r6inRSnez6aDyUBv,0.15552294|0.07701649|0.07950910,0.28706418|0.02498435,DE,AS51167
2026-08-14T15:46:36Z,4b62f06ba2202508f9cdc34ecef2d98f6d80be7a49e0545d60043e97bf8e6293,134.54.152.60,199.64.65.165,18333,8333,bc1q53z7gmWMhzENbxuhLTvH3Q83Djcb19YE1HAYTE,bc1qVp6PPvhtpGJwVHxMi3nh9H2rQGVYBfi1coJkvp,0.31492454,0.31492454,BR,AS28573
2026-08-14T15:46:39Z,2a3185680964249cb552650933035dcaa12f948eab07178e09c82adc8d0dab95,217.157.122.170,76.79.110.82,18333,8333,bc1qk8uTRfcpK7TR7AEYK4YXdJGFvCqMUCEpmZjefK|bc1qed8gVt15nuHByUwj92EW4ZWuzbwB76T4vBjjj2,bc1qyfmaDdq99jNs46LsrAtPWSBW1jADyCLL6CGwEU,0.40988646|0.30966125,0.71954771,SG,AS14061
2026-08-14T15:46:47Z,3dba7ebb8ece736f0e036b5e3b18cf6be372d544d7f6bacdbe341c21d7ee4193,146.5.58.186,45.232.1.62,9050,9050,bc1qix3yB6F87UWdPoKBazpEByRYk27pq6SVZ88tUW|bc1qm7iehqp6WRxNvyEuqCKwLaGHEsxZrX8Q5MKoYL,bc1qFT6qdqjC3AmNvgpvefo5eDaXDEW3DLoCtKwLJw,1.89147470|3.81355941,5.70503411,GB,AS2856
2026-08-14T15:47:04Z,f4a67b012534e9434f2a6aeb8ca4c522671016f675b38da759e484ffddffff0a,72.216.108.143,200.172.52.228,8333,8333,bc1qkh2BmzH2zugGdZSjUDnftaLrRKbKJ9kWGecFMo,bc1qjKvcifqfpokkqwW6yaKAbsQeRhdGANd7K2rZyL,5.23988549,5.23988549,IR,AS58224
2026-08-14T15:47:11Z,06c0808ba8223e5c9d0f257d712f084e312290427c54ca47901f3d5e1f5e55f3,158.165.250.25,199.64.65.34,18333,8333,bc1q5pPVThVpvUKqXm9oCoreuZ6Az1eeQkiWRMVCZo,bc1qc68ajLxtUP7AHC82xRpGWck6Xqn2LcnoFsRHha,1.06698185,1.06698185,BR,AS28573
2026-08-14T15:47:48Z,d573a837b85c9774a7d5e1d9fb5c5b7c574a7c4f03597995f8c9dbc3cc0aed90,9.57.185.120,220.101.78.227,8333,9050,bc1qX3MHSuVDfG5SHof1epNJUzcibYpGnj4qPaZUb8,bc1qDsrJnAQwr4XGFh1MPugXcAsJMYMfybDutiDff8,0.48530457,0.48530457,HK,AS45102
2026-08-14T15:48:08Z,aa92061e978ac36d5220b9cf16c5318b0dda3b1b612920db3d129badc84914ca,100.82.0.156,199.64.65.127,8333,9050,bc1qPBYh4HnERdyvCCqPudo6UH9G189XKSenr18YRE,bc1qcW3ZCRfYs8qZtBvwDR371Y8AS7PiwucFzckchC,0.54950407,0.54950407,RU,AS204601
2026-08-14T15:48:08Z,c882bdefe4fdab968291ee80606d8d88e5857a73b2586b748dbdbaeba289c517,173.243.84.109,59.161.108.218,8333,9050,bc1qe39vQPtpe2qzhNR7UPPTP4jGGGiLe6m5xL8NB2,bc1qxaNJe3qw3Lmfv4GXkBfPpKQarNZFNmTzuxGkfe|bc1qe39vQPtpe2qzhNR7UPPTP4jGGGiLe6m5xL8NB2,2.64684302,2.38890751|0.25793551,NL,AS9009
2026-08-14T15:48:26Z,a5e186db122e68ecb14a913c7231eac4c3b55ab72eab33097c4f843c9ff2d835,167.186.83.250,26.248.35.200,8333,8333,bc1qnPeQBanvMpfnxfJWMjXmUEzqzYmqfZBeF2NMYX,bc1qKqpsVFbGLtsXzvDQkdVWrKrRZaTBuDtf9xH4iX,2.22307842,2.22307842,HK,AS45102
2026-08-14T15:48:36Z,62e995bb0996b66e1c5d053fd17d69dd2bae532a492d9eeadcc12b414c304e3c,134.54.152.60,220.101.78.139,8333,8333,bc1qU9wZx7HhHkJW8aqeFeMsE2dTdt3TYSHmqxjxfh|bc1qD2iUtcc8s7qRvvuJrorv3DLEeZqaz5ZYEcXVip,bc1qwEHLg3WUfXzB8RCo5ciDkGqkuFephwv5pfBdRs,31.13970497|8.86029503,40.00000000,BR,AS28573
2026-08-14T15:48:46Z,8dfb28b2b5ee656140189673b6b1c3ec25a8d450e84754fa3fee824e174472ba,169.234.73.24,96.176.135.151,8333,9050,bc1qm1k9php193hE4JnmAFw99nVYPw9my7GQnD3zrq,bc1qNHquYoipYWBosPB9obYCybi4a3vw5uj4q1T9vh,0.29241698,0.29241698,SG,AS14061
2026-08-14T15:49:15Z,25f7c880e2d51a753bb242c48a3184776b1450ce68d894f991572c42a8894ec3,200.172.52.228,168.57.12.218,9050,8333,bc1q5MpE7CrEHzNP4uUZcCUd7YhwYUqcizAgEavHKp,bc1qpSZGRZqHwrwFYV6Jt2DKytkJhkMJNwdPkTsU21|bc1qm2fu4ZQden5tKKdC2nVHetBSqfndghTrgdtRxr,1.49277985,1.02334113|0.46943872,BR,AS28573
2026-08-14T15:49:20Z,72062d390aefe4859abf50acca51c58671fb0f08bfb89afed163e0e7e0e2e980,200.172.52.96,33.150.222.230,8333,8333,bc1qrJk2GxSumJvyzZbA8PxndVYGaQJnSTAD9FU3RS|bc1qtWfrgaTKe59QeLduYwyjzC9p4HCfaRCBTdg91R,bc1qkh2BmzH2zugGdZSjUDnftaLrRKbKJ9kWGecFMo|bc1qtWfrgaTKe59QeLduYwyjzC9p4HCfaRCBTdg91R,4.64025861|1.70705849,3.11598373|3.23133337,SG,AS14061
2026-08-14T15:49:38Z,6e373b55d46dc4a88d6b2cee5e222d3c3d5358837be7ce1f4fe14bb576a5ec16,212.3.81.60,62.71.52.191,8333,443,bc1qiarHzsBKwEmpm8gbxFd9KbwKZ5F21L7pUftt5u,bc1q9AyoypHSCSXv6hGrB19MGvqyHBGbUVt3uVXR2L|bc1q1MwF3A7Q5RXoQqtncRmKSnsGFjxgxNFLc661M2,5.95586376,4.78844374|1.16742002,GB,AS2856
2026-08-14T15:49:43Z,bd2e2221f444d579895b18dfb4ce7e412f4e3dae4bdacff7af52b004d8f33ee2,44.81.216.70,100.82.0.104,8333,9050,bc1qpevhBRvmKPqSEuDf7W9pextehzL1ESudHZwj6j|bc1q8CiTmRnKdW6gTVk2TkycFENFf837R7BPsrd28S,bc1qyY4BRDAYSvYjUytqxPfStxtHpNaVipRRgHuehH,1.47708722|2.30378968,3.78087690,US,AS13335
2026-08-14T15:50:07Z,ae5d691e8fd78fb55dace3eb3eaca254e9ecb403428ce93e3f4c1e8e55a31be1,200.172.52.235,212.3.81.108,8333,18333,bc1q5o6W4jSJbPtwVdUZcSDhj6BzssHv4Vpjf2LhLb,bc1q3W4BdUuoSY2RkUCPECJJVyA3gggGiKYTycX46J|bc1qHVoEMEiggayYQqidt8QGw14WMt8HQi5taFwJXy,7.64007788,3.99700262|3.64307526,IR,AS58224
2026-08-14T15:51:23Z,6a63fd4cfc27e6ca8b90e9cf358bcefb5d71a10205312f91b92f639cfebb4d58,211.22.235.53,154.204.185.221,8333,18333,bc1qPzwFVnLQrcKxiGazJMmbZ74PzTngYJ6E9vaFLp|bc1qX4RrRm9UmUc98V8zgzQPDNU4GF6e1FTpqytsbd,bc1q3Az7kF1R1d4uRrd8wFqh3db52iuXdiRKkgRVpG,0.76045749|1.13302265,1.89348014,US,AS13335
2026-08-14T15:51:31Z,0898982aa61e4818dcc51380969d49687e7e8e1f69d0d5e572174e93d5aafbe8,100.82.0.10,211.22.235.87,18333,18333,bc1qoKnVqZYox7AiQNu98wDVTrr1GvtXNKZB6JQnqT|bc1qQhjGAqqaTsF9tUTTzWwaskQ2VAr1nta56NMSrB,bc1qB4mD7fVcuegf466tJ31ELXu8G7qmYp7euWqicT,4.80278920|15.38639477,20.18918397,US,AS13335
2026-08-14T15:52:07Z,b64f9871ee1ec6fc7e027de51361ae9816ce9a74c8d8cabc03459d65533390e6,160.87.125.113,157.32.197.126,9050,8333,bc1qBoUshYiMCncmygsPFjeuCRLomK9Co1mdSwrd3C|bc1qfMtgFhd7YANp5GPMBhy6unjhoyNV1HEGm5PHs7,bc1qUg88Wh4znmcV19XAbCz3wH43gGjooa1xxboDKh|bc1qBoUshYiMCncmygsPFjeuCRLomK9Co1mdSwrd3C,0.85764858|1.04372081,1.07866552|0.82270387,US,AS13335
2026-08-14T15:52:08Z,3a8e8b83b55aaee326fcee389ee0361f910be4a1fcf9f3363bfe4ebd7e9116d4,33.150.222.159,220.28.117.225,8333,8333,bc1qtrcvGJUdMHJdyP2uS1ektwpNvZ3Tu9mWHNSUfc,bc1qBYgmUqyEhSM5BgooMPN6kn22Qy63Z8gLmbrHn9|bc1qtrcvGJUdMHJdyP2uS1ektwpNvZ3Tu9mWHNSUfc,16.61836608,15.08737556|1.53099052,US,AS13335
2026-08-14T15:52:15Z,d8f433d4a995b93a8293ba0401ddedf50bcbde11290717a0fd8ceb46cabd1b95,169.234.73.76,167.186.83.246,443,8333,bc1qJrSPjSSeDa1pn56cKovcePPuJFfDWSd1HCTZ7c,bc1qKJJQQtn8pyiLEJxKA657WNHydHKdNXiKBqu6hc,1.56996371,1.56996371,DE,AS51167
2026-08-14T15:52:30Z,03a9670be6ad82d57d4c78f73c6ba9d888eb351bb51090b83fabdd34c43a5b54,154.204.185.115,76.79.110.67,443,443,bc1qJhiVQ18868YijZF2eddXJmp7seCRXimULd97M5|bc1qnxsbCSum2ScubstaY5avebnusi8qqEjz8CxfmC|bc1qXC48ZiNeUAhoSG38GSYLmfCipRrmsjj6rWxuiR,bc1qKJJQQtn8pyiLEJxKA657WNHydHKdNXiKBqu6hc,0.47201245|0.42801034|0.11605325,1.01607603,NL,AS9009
2026-08-14T15:53:26Z,443d90a0205c20be0dd02d5b0867b14fc3861ad882dcd4ebed8aaef805cd2803,102.239.128.192,19.123.40.77,18333,8333,bc1qNvkwzMznBzeoQa1jSTvjj45DuqZAoJ6CV3JfDm,bc1qDmGDiy6EQkp5LiaMNps2W2ARH2U9tsU1RVKn7M,0.28706137,0.28706137,BR,AS28573
2026-08-14T15:53:49Z,2540bc54c62aa02a7f41b24f2ff803edda913d7cff1265121ba2cf4508b0d2df,16.116.148.233,100.82.0.12,443,8333,bc1qHNENaPneXE49rWFphju9BcPutV2LnBsH3qoANN,bc1qf8GTfRLpa3mJtr2XFWE4tyJ6P1oyRECtnHv2M7|bc1qHNENaPneXE49rWFphju9BcPutV2LnBsH3qoANN,0.16539486,0.13440267|0.03099219,NL,AS9009
2026-08-14T15:53:52Z,b1c637ae39535dcf735f6c2471567263ebbd708ca7b474edf41fda5dc6ffbadf,200.172.52.217,59.161.108.218,8333,9050,bc1q7ntYGeYFeUjJ7runYcfvdRfaxjR3f7evsi7d78,bc1qxaNJe3qw3Lmfv4GXkBfPpKQarNZFNmTzuxGkfe|bc1qN7KTt2oWwzHPukPPGJVs4MWmhHrsBEcrxciMpS,4.40052315,3.80659449|0.59392866,DE,AS51167
2026-08-14T15:54:14Z,ddc7556d30eaf37df67afd0aa4449f3cda24fc162dc2bc82e181dca4c18081a8,211.22.235.169,13.15.47.15,8333,443,bc1qoRzu9zLJ52TRhYbbKMXxFwuA5UP4xCkJAzErad,bc1qdNq8HvDrJSbAGesrLwZJhz3w2vBXqF11jwZUfS|bc1qDPJpHwv1W5t5i1kWqBgaQ2BGjj2Php2vUUV7Hb,10.26307982,9.30565734|0.95742248,PA,AS11556
2026-08-14T15:55:11Z,922a796a7f92caf8fc7dbab452fded7728502f3f9ca51c9481fd728d1df6ef1d,60.119.13.247,61.229.142.201,8333,18333,bc1qcW3ZCRfYs8qZtBvwDR371Y8AS7PiwucFzckchC,bc1qyn89EZVAwKpettGXfXg32Y4nKxNzQfKcvLdmpT|bc1qcW3ZCRfYs8qZtBvwDR371Y8AS7PiwucFzckchC,2.53384940,2.32122017|0.21262923,NL,AS9009
2026-08-14T15:55:40Z,a6c3685c4ad9bb6fc4e8e50687b09a11c41a38c60b779428b2f57a6c1b36debc,19.123.40.254,173.243.84.110,443,443,bc1qA7BVWMT8bPrEVLWHw86BtkLunmf3EvwMA6nGPS,bc1qM65HFUXbTBh7t1Ytc5cW73gjShaMUL9NqWv4Ti|bc1qA7BVWMT8bPrEVLWHw86BtkLunmf3EvwMA6nGPS,0.31633933,0.23608157|0.08025776,GB,AS2856
2026-08-14T15:56:24Z,d4581cee7bf693fe21e188a21196c74dfff05c8c3577ccc1a57229b8e9b606e6,215.16.161.95,199.64.65.20,443,443,bc1qTF99xKaiz7NMHxBuykhi1FmnxK3G482gQzSYdr,bc1qLgHq5gnxX8NmYwqMPY8zSUtFCZhi9JTG2vsU8p,6.43313926,6.43313926,GB,AS2856
2026-08-14T15:57:05Z,ee087617f2b8f08276f73d8c6d423c5960535200b86818698a2643140552b3b1,33.150.222.230,148.101.214.137,8333,18333,bc1qqSskP9nGf5cocTjWSBsAXGNxFvGwLz1RhB4w7T|bc1q6qB5uDH2UzDwRb25ygf3Q2CL3SM55kXhnvJwXt,bc1qecUP7Pxg4BNWnbjKUJ4yaNhZssPpaaDvpbBrMm,0.16988562|0.08574921,0.25563483,NL,AS9009
2026-08-14T15:57:10Z,70d6ea22578c0cb373f062b7e28893e2dfa40195f660ea26623babb8e367c5f9,154.204.185.142,72.216.108.61,18333,18333,bc1qpkdrAiSdstDATMWGxp9qYMgqgaphy3k7s5621x|bc1qiLESAX7biVLzvrxgT4DENcyBjRaUCV2mERdjCJ|bc1qx4Nw6MzPDpAELv5QgMezvVXNnCKL7tcBzyABT8,bc1q4Q1U6KujhfXD72EBhK6Xw8LsSXYzjH6ibRCQyR|bc1qx4Nw6MzPDpAELv5QgMezvVXNnCKL7tcBzyABT8,0.49252633|0.71650217|0.26515769,1.02228776|0.45189843,SG,AS14061
2026-08-14T15:57:10Z,3b028405ea329eda1d25ac0a85a4ab31701a09810b5fddb364c567ea8b29b56e,211.22.235.53,102.142.232.119,9050,443,bc1qX4RrRm9UmUc98V8zgzQPDNU4GF6e1FTpqytsbd|bc1q6ycX9Jo373YZFiPUXLswyF242rstDbfxRkkp2c|bc1qPzwFVnLQrcKxiGazJMmbZ74PzTngYJ6E9vaFLp,bc1q5QvujJ8oWimRR1KMTcevFd6z7SkupLQViSYsuj,2.04910370|3.29251511|2.17613544,7.51775426,US,AS13335
2026-08-14T15:57:35Z,98995a870f681041f9f2380ad9443c58a3f3448747f000fc36c30e0d1d790e3a,102.239.128.43,100.82.0.156,443,9050,bc1q3mfpLosdH4hXeBd4jKtpg2KY69Z5wsJH9gJJwH,bc1qPBYh4HnERdyvCCqPudo6UH9G189XKSenr18YRE,0.94124491,0.94124491,US,AS13335
2026-08-14T15:57:37Z,0062e30ef6ca3f7e0eee64344e1cf6c3269ed63e5e8020585fac812d5551b250,46.236.194.18,195.134.219.80,18333,443,bc1qLsZyh576MnY3wDLWQS4i6xvTKvykBRCLvNMKTB,bc1q7GjGJbusp4qFdwtRPvwCCGeMtpmPe2nmPddAdD|bc1qmNYP3weAzWB4gJZ3osDRemwQViPTCygHDDd7Tb,1.90601651,1.41131378|0.49470273,HK,AS45102
2026-08-14T15:57:52Z,9de1d765002dc59a39b269abd4bf703ef912d2c46e1e92e3621431b2bf1d8a00,217.157.122.213,167.186.83.110,8333,8333,bc1qYsf2tEhSURSFSiogLXCZ5iGBTwMeZJN1DDkYg4|bc1qnCjjfJ2vFYQEPhmDjp7jDAnHpN9wmVmNTVv7eh,bc1q2VpS7zABxAbiGinh2QRKKTcmPGj1HQQMtNeN49|bc1qYsf2tEhSURSFSiogLXCZ5iGBTwMeZJN1DDkYg4,3.85353190|1.51601015,4.65877562|0.71076643,HK,AS45102
2026-08-14T15:57:58Z,3dafdd7cf0ecfeec83f041f19778c0cd29a0f7f75bc1fd99435e0b86bac63d67,33.150.222.17,62.71.52.46,8333,18333,bc1qazBnbz1qq8aEAGQE3UzZZNUboLkvUYThYZ2gSJ|bc1qoSY1tcHxZqaSuhaprTvtNRmjAezBQrjjbjCxyB,bc1qMr9fL69ZNGXnv43sRxHHayucNKbXrNG78ehqqt,0.10962178|0.11382757,0.22344935,DE,AS51167
2026-08-14T15:58:01Z,d41dcd205122e8b378ee721320c1070af7f1c358abb3b27454dda103f1bd918a,220.101.78.240,199.64.65.229,18333,8333,bc1qV9mbCefWhphydUahhbLPXbFt6VLQTHAL11auqw,bc1qZXszspBj6KZjhgN6uqGkLFtDA23GXgwr5WTyhd|bc1q4b2C7KJ9nVo1F6A1YENTLstYQWms3N6vqA4JrS,0.09874586,0.08961060|0.00913526,US,AS13335
2026-08-14T15:58:15Z,499c885019a368cc78f30d925ea9467ea8a1eed60b639aa9b0801fefcf214f14,25.119.51.137,72.216.108.245,8333,8333,bc1qGQkmqgdZfZyreVzAz86V2ovbZheKjZ2uuw5bSz,bc1qjkvneakJtfrzGFu2UXJNZLYoS4eLtxH7uAcFws|bc1qGQkmqgdZfZyreVzAz86V2ovbZheKjZ2uuw5bSz,1.14239078,0.94336209|0.19902869,GB,AS2856
2026-08-14T15:58:18Z,734df5dc6a33be112725d6abf2e2d9923e993309367639999d734134e79b127e,215.16.161.201,194.140.125.185,8333,8333,bc1q8F7KP5gN8Q6z3fACUaNfCkUAzjkLguKPy7JYjQ|bc1qHtnt5s1xAriAMARVossXu58dUoJA6M9CrRPMYU,bc1qqBRXCa31XAnYBu1ohc8kjxKVAhDWEPTK2WaFoo|bc1qJhb82u37bK7ZyvTA1F2FURAPiKFykRkynuz8YB,0.53860953|0.88566827,0.67779329|0.74648451,GB,AS2856
2026-08-14T15:58:22Z,53777f2aa828420bc989926ef74f5486d39c143d6ad531f37c914c947158ceb0,107.137.33.67,183.216.174.126,9050,443,bc1qizxDpqp9L4RnKCJ9dMTFvDJyDCKHmVH6YPeQPr,bc1qnNhkMGav7Qw6bBYAxkDqZx9UJw9ePx7ZNCxQQi|bc1qJcP8NWdvm6dW686Co6CMeh2rBs1EhQW6yoGLvk,0.10383743,0.08555021|0.01828722,NL,AS9009
